사업년도,과제명,연구책임자명,주관기관명,학문단,총연구기간,보고서구분
2023,저궤도 위성시스템 기반의 광대역 위성 통신을 위한 Ka-band CMOS 위상배열 송수신기 구현,문현원,대구대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,스핀전이 물질의 전기 및 광발광 성질에 대한 연구,민길식,경북대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,"차세대 디스플레이용 투명, 고압전성 페로브스카이트 단결정 제조 원천기술 개발",민유호,경북대학교,공학단,2022-06-01 ~ 2024-02-29,결과보고서
2023,온난화 대응 아열대작물 Polyscias fruticosa 지용성 생리활성 성분의 대장염증-간보호-마이크로바이옴-메타보노믹스 축 조절기전 연구,정우식,경북대학교,생명과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,에너지 항상성을 이용한 범용약물 전달 엑소좀 기전연구 및 치료제로서 검증,김종현,대구가톨릭대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,이차원 물질 구조 이론적 탐색 방법론 개발 및 이를 활용한 혁신적 신물질 예측,심지훈,포항공과대학교,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,사람의 multi-tRNA synthetase complex의 입체구조 분석,강범식,경북대학교,생명과학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,인체유래 생체재료 기반 세포블록 기술 개발 연구,박민정,대구경북첨단의료산업진흥재단,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,아포지단백의 선택적 저해를 통한 알츠하이머 질환의 새로운 치료기전 연구,박병덕,계명대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,고효율 단파장 GaN 기반 양자세선 광전소자의 특성 연구,박승환,대구가톨릭대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,입력 불확실성을 반영한 분포적 강건 시뮬레이션 모델 개발,고영명,포항공과대학교,ICT·융합연구단,2021-09-01 ~ 2024-02-29,결과보고서
2023,다양한 조직공학적 응용을 위한 곰팡이 지지체(F-scaffold)의 제조,한성수,영남대학교,공학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,차세대 방사광 가속기에서 펨토초 길이의 방사광을 제공하기 위한 전자빔의 비선형 동역학 연구,박용운,포항공과대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,손상된 세포 회복 및 노화 과정에서의 베타-하이드록시뷰티레이트(β-hydroxybutyrate)의 역할과 조절 기전 규명,박우영,계명대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,폐암-특이 GVariant-ULS 발굴,최진은,경북대학교,의약학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,자궁내 성장지연과 연관된 임상적 분류에 따른 태반의 전사체 특성 규명,박재현,계명대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,후각수용체의 신장 섬유화 조절기전,전언주,대구가톨릭대학교,의약학단,2020-09-01 ~ 2024-02-29,결과보고서
2023,차세대 금속공기전지용 전기화학촉매 개발 및 방사광 X-선 기반 분석 기술을 이용한 반응 메커니즘 규명,박주혁,계명대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,미량의 바이오 마커 검출을 위한 음파영동 접목 앱타머-크리스퍼 고감도 바이오센서 개발,박지웅,대구경북첨단의료산업진흥재단,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,야생종을 이용한 체세포 융합 계통 육성 및 분자 마커 개발,박태호,대구대학교,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,알츠하이머병 초기병변의 원인조절인자 규명,배재성,경북대학교,의약학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,희귀 붕괴 연구 및 검출기 운용,박환배,경북대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,Blind-Contact 촉각 인지가 가능한 로봇 핸드용 연신성 전자피부,정운룡,포항공과대학교,공학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,국소 진행성 직장암 환자에서 화학방사선치료에 의한 종양-면역학적 조절 기전 규명,배성욱,계명대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,고성능 리튬/나트륨/칼륨 이온 이차전지용 화합물 기반의 합금계 음극소재 개발,박철민,금오공과대학교,공학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,식물의 음파신호 인지 및 전달 기작 구명,배한홍,영남대학교,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,농용항생제 과용을 통한 작물마이크로바이옴 및 식중독균으로 항생제 저항성 전이 기작 규명,백광현,영남대학교,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,안외적 광회피 기전 연구,강경진,대구경북과학기술원부설한국뇌연구원,생명과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,뇌 확산텐서 영상을 이용한 의식 장애 환자의 의식 회복 기전 연구,장성호,영남대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,100nm급 공간분해 광전자 분광법을 활용한 전고체 LIB의 operando 이온 거동 연구,백재윤,포항공과대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,다중 나노머신 간 협력형 분자 통신을 이용한 목표 약물 전달 기술,조호신,경북대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,나노 소재 다차원 패터닝을 위한 신개념 템플레이트 제조 및 응용에 관한 연구,변명환,계명대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,새로운 C-H 활성화와 고리화 전략을 통한 기능성 및 생리활성 방향족화합물의 구축,이용록,영남대학교,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,세포 모방형 다층구획 입자 기반 고효율 연속단계 효소반응 생물공정 플랫폼 개발,최창형,영남대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,지방산-acyl-CoA 대사 유전자에 의한 근소포체 연관 지방구와 에너지 대사 조절 : 지질체학적 접근,부소영,대구대학교,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,Mg-Al-Zn 합금의 내식성에 미치는 부식억제제 역할 및 이에 대한 분자밀도함수 계산,샤우키압둘카림,영남대학교,공학단,2022-06-01 ~ 2024-02-29,결과보고서
2023,센서 퓨전 기반 도로 노면 및 시설물 파손 탐지 시스템 연구,서동만,대구가톨릭대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,고혈압 동물 모델에서 소금감수성 유무에 따른 Th17/Treg 면역 반응 및 승압 반응의 특성,김인겸,경북대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,TMEM16A를 선택적으로 억제하는 선도물질 발굴 및 폐암 치료를 위한 신규 기전 규명,서요한,대구경북첨단의료산업진흥재단,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,소아청소년 염증성 장 질환의 조기 진단과 항-TNF 제제에 대한 치료반응을 예측하기 위해 DNA 메틸롬 분석에 근거한 새로운 바이오마커 발굴 연구,강빈,경북대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,"수소에너지 가치사슬 (수송 및 저장) 강화를 위한 공정 통합화, 집적화, 최적화에 기반한 고도 심냉 수소액화공정 개발",이문용,영남대학교,공학단,2021-09-01 ~ 2024-02-29,결과보고서
2023,COVID-19 치료에 사용되는 항 바이러스 약물의 초분자 복합체 연구,소나이무트모한도스,영남대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,대기 중 VOCs의 포집ㆍ제거를 위한 전기 화학적 촉매 분해 시스템 개발,김태오,금오공과대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,4파이 섬광단결정 검출기를 이용한 새로운 입자 탐색,김홍주,경북대학교,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,천공홀 삽입동시 지보능력 발휘 락볼트 기술개발,손무락,대구대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,멀티 도메인 자세 추정 시스템 학습을 위한 데이터 효율적인 기계학습 기법 연구,김광인,포항공과대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,정전기 유도 광전류 증폭을 이용한 초고감도 유기 이미지 센서 원천기술 개발,정대성,포항공과대학교,공학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,당뇨병성 족부병변 진단을 위한 다중모드 근적외선 광영상 기술,송철,대구경북과학기술원,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,Ferroptosis 조절을 통한 항암제 내성 극복 방안 및 기전연구,민경진,대구경북첨단의료산업진흥재단,의약학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,고인장 합금 재료를 이용한 콘크리트 기둥의 내진보강재 및 내진보강 공법 개발에 대한 연구,장일영,금오공과대학교,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,공포 소거에 관여하는 토닉 GABA 조절 기전 연구,송석운,대구경북과학기술원부설한국뇌연구원,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,단일 형광 저분자 물질을 활용한 상세 백혈구 분석검사 기술의 개발,김범수,대구경북과학기술원부설한국뇌연구원,생명과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,짧은 길이의 블록 부호를 위한 통합 머신 러닝 기법,송영준,금오공과대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,탑승자 중심의 국소 난방을 통한 전기자동차의 공조 효율 증대,송진근,경북대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,하이드레이트 기반 희가스 분리 기술 연구,신규철,경북대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,발달초기 모성분리에 의한 불안 및 공격성의 발현메커니즘 연구,신상엽,대구경북과학기술원부설한국뇌연구원,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,SMADs-STATs의 상호 분자적 제어조절을 통한 자가 유래 항암면역세포치료 활성 연구,신서자,경북대학교병원,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,위험성 평가 기반 협동로봇의 안전요구조건 연구,신재호,경일대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,상온 상압 조건에서 암모니아 생산을 위한 전극 촉매의 개발,심준호,대구대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,루이스산 및 유기촉매 고리화 반응을 통한 다양한 생리활성 분자 구축,아크탈무하마드사이드,영남대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,COVID-19 판데믹 전·후 에너지 소비통계와 탄소위성신호의 연계모형 개발,엄정섭,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,GNSS와 위성 중력 자료로 추정한 대규모 배수 분지의 물 저장량 변동,엄주영,경북대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,클라우드 제조 시스템의 제품 품질 향상을 위한 리소스 진단 체계 개발,김광재,포항공과대학교,ICT·융합연구단,2022-03-01 ~ 2024-02-29,결과보고서
2023,각 대역당 독립적인 경로 제어가 가능한 메타표면,김홍준,경북대학교,ICT·융합연구단,2022-03-01 ~ 2024-02-29,결과보고서
2023,"벤조푸로인데노피리딘 유도체: 선택적 토포아이소머라제 IIα 저해제 개발을 위한 설계, 합성, 작용기전 및 항암활성 평가",이응석,영남대학교,의약학단,2022-03-01 ~ 2024-02-29,결과보고서
2023,이종고리 방향족 분자를 이용한 반도체 표면 개질화 연구,윤영상,영남대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,Dll4 차단을 통한 세포기반지방이식의 생착률 향상 기술 개발,김일국,영남대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,먼지투성이 별 형성 은하와 은하 종족의 진화,심현진,경북대학교,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,EDA-A1과 EDA-A2의 상반된 역할 연구를 통한 남성형 탈모 원인 규명,곽미희,경북대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,전이금속 틈새합금 나노촉매 합성 및 수전해 응용,최상일,경북대학교,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,의료 공통 데이터 모델 기반 디지털 트윈 모델 자동 도출 및 개선 방법 연구,송민석,포항공과대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,조현병 병인성 AS3MT d2d3 동형 단백질의 뇌발생 관련성 연구,박상기,포항공과대학교,생명과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,뇌손상 환자의 운동기능 회복과 뇌 가소성 향상을 위한 가상현실 기반 재활프로그램 개발 및 효과에 대한 연구,이미영,대구한의대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,화재 농연 환경에서 객체탐지가 가능한 센서융합 연구,한봉수,경일대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,인간 전능성 줄기세포 유래 중뇌오가노이드 및 도파민 신경세포 분화 기술을 활용한 2D/3D 파킨슨병 모델 개발 및 약물 스크리닝 플랫폼 확립,이민영,경북대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,해양미생물과 해빙탄산칼슘 형성이 탄소순환(해양의 탄소제거능력)에 미치는 영향 규명,이기택,포항공과대학교,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,CIC-ATXN1L 복합체에 의한 선천성 면역 B 세포 발달 및 기능 전사 조절 연구,이윤태,포항공과대학교,생명과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,게임을 위한 메쉬 쉐이더(mesh shader) 파이프라인을 이용한 실시간 디지털 네이처(Digital Nature) 시뮬레이션 및 렌더링 기법 개발,성만규,계명대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,비대칭 기능성 입자간 조립제어를 통한 수질 평가 고분자 물고기 개발,현동춘,경북대학교,공학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,혈관석회화 유발에서 TXNIP의 역할 연구,우창훈,영남대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
